nprop,mpeak,randomized,threads,rrate,nchoice,size,wc,method,rc,found,nfail,cpu,mused
0,16025.73438,1,0,0,0,7,70.07,FF,0,1,1000000,69.402,13667.1875
0,16025.57813,1,0,0,0,7,72.106,FF,0,1,1000000,71.44,13662.96875
0,16025.5625,1,0,0,0,7,7.698,FF,0,0,108019,7.611,13662.85938
0,16025.48438,1,0,0,0,7,7.616,FF,0,0,108248,7.531,13662.875
0,16025.95313,1,0,0,0,7,56.932,FF,0,0,820018,56.383,13663.0625
0,16025.51563,1,0,0,0,7,12.699,FF,0,0,172031,12.567,13662.8125
0,16025.35938,1,0,0,0,7,13.72,FF,0,0,196176,13.578,13670.67188
0,16025.6875,1,0,0,0,7,11.868,FF,0,0,176774,11.738,13663.10938
0,16025.82813,1,0,0,0,7,8.289,FF,0,0,124060,8.196,13663.1875
0,16025.8125,1,0,0,0,7,54.653,FF,0,0,774033,54.143,13662.92188
0,16025.48438,1,0,0,0,7,1.901,FF,0,0,27215,1.876,13684.53125
0,16025.5625,1,0,0,0,7,69.008,FF,0,1,1000000,68.357,13662.95313
0,16025.625,1,0,0,0,7,32.967,FF,0,0,490098,32.645,13662.98438
0,16025.82813,1,0,0,0,7,42.957,FF,0,0,634331,42.533,13667.21875
0,16025.60938,1,0,0,0,7,46.496,FF,0,0,662034,46.045,13663
0,16025.57813,1,0,0,0,7,22.371,FF,0,0,336165,22.139,13662.875
0,16025.57813,1,0,0,0,7,61.466,FF,0,0,890025,60.887,13662.84375
0,16025.8125,1,0,0,0,7,22.34,FF,0,0,330029,22.12,13662.89063
0,16025.375,1,0,0,0,7,6.688,FF,0,0,96110,6.613,13684.32813
0,16025.67188,1,0,0,0,7,13.171,FF,0,0,186345,13.034,13663.03125
0,16025.39063,1,0,0,0,7,17.04,FF,0,0,252027,16.859,13662.75
0,16025.51563,1,0,0,0,7,24.611,FF,0,0,372004,24.355,13662.875
0,16025.92188,1,0,0,0,7,68.858,FF,0,1,1000000,68.195,13663.15625
0,16025.90625,1,0,0,0,7,24.49,FF,0,0,360047,24.239,13663.01563
0,16025.46875,1,0,0,0,7,17.783,FF,0,0,262182,17.599,13662.82813
0,16026.10938,1,0,0,0,7,50.358,FF,0,0,738015,49.862,13663.28125
0,16025.51563,1,0,0,0,7,4.348,FF,0,0,64106,4.297,13684.46875
0,16025.67188,1,0,0,0,7,17.466,FF,0,0,256059,17.287,13667.07813
0,16025.71875,1,0,0,0,7,9.186,FF,0,0,132035,9.087,13684.70313
0,16025.78125,1,0,0,0,7,17.55,FF,0,0,256092,17.375,13663.14063
0,16025.53125,1,0,0,0,7,23.243,FF,0,0,342366,23.008,13662.85938
0,16025.70313,1,0,0,0,7,70.898,FF,0,1,1000000,70.223,13663.09375
0,16025.67188,1,0,0,0,7,13.415,FF,0,0,202099,13.273,13663.09375
0,16025.67188,1,0,0,0,7,6.986,FF,0,0,104016,6.908,13684.71875
0,16025.70313,1,0,0,0,7,10.42,FF,0,0,158055,10.305,13663.0625
0,16025.76563,1,0,0,0,7,8.892,FF,0,0,134964,8.792,13684.84375
0,16025.85938,1,0,0,0,7,13.257,FF,0,0,196293,13.12,13663.15625
0,16026.04688,1,0,0,0,7,22.544,FF,0,0,336263,22.318,13663.21875
0,16025.51563,1,0,0,0,7,47.863,FF,0,0,698073,47.395,13662.875
0,16025.95313,1,0,0,0,7,6.725,FF,0,0,100130,6.649,13685
0,16025.57813,1,0,0,0,7,68.413,FF,0,1,1000000,67.77,13662.9375
0,16025.73438,1,0,0,0,7,16.555,FF,0,0,250302,16.377,13667.09375
0,16025.79688,1,0,0,0,7,6.483,FF,0,0,96273,6.409,13684.5625
0,16025.79688,1,0,0,0,7,69.344,FF,0,1,1000000,68.697,13663.15625
0,16025.51563,1,0,0,0,7,6.55,FF,0,0,94085,6.474,13666.875
0,16025.79688,1,0,0,0,7,4.425,FF,0,0,64636,4.369,13684.5625
0,16025.45313,1,0,0,0,7,7.884,FF,0,0,112113,7.795,13666.85938
0,16025.73438,1,0,0,0,7,14.574,FF,0,0,214039,14.419,13663.125
0,16025.64063,1,0,0,0,7,6.923,FF,0,0,98368,6.848,13684.71875
0,16025.96875,1,0,0,0,7,6.688,FF,0,0,100007,6.61,13684.79688
