nprop,mpeak,randomized,threads,rrate,nchoice,size,wc,method,rc,found,nfail,cpu,mused,
0,20129.46875,1,0,0,0,9,22.115,FF,0,0,308489,21.869,16859.71875,0
0,20129.67188,1,0,0,0,9,24.208,FF,0,0,340361,23.945,16859.60938,0
0,20129.71875,1,0,0,0,9,25.978,FF,0,0,368109,25.688,16859.65625,0
0,20129.375,1,0,0,0,9,4.008,FF,0,0,53314,3.94,16881.25,0
0,20129.34375,1,0,0,0,9,11.809,FF,0,0,163917,11.669,16859.53125,0
0,20129.45313,1,0,0,0,9,41.938,FF,0,0,604383,41.48,16859.60938,0
0,20129.14063,1,0,0,0,9,5.446,FF,0,0,76146,5.377,16881.01563,0
0,20129.5625,1,0,0,0,9,27.75,FF,0,0,390332,27.446,16859.75,0
0,20129.35938,1,0,0,0,9,40.225,FF,0,0,558248,39.799,16859.54688,0
0,20129.5625,1,0,0,0,9,75.292,FF,0,2,1000000,74.535,16859.75,1
0,20129.45313,1,0,0,0,9,17.471,FF,0,0,248333,17.269,16859.64063,0
0,20129.625,1,0,0,0,9,7.529,FF,0,0,105159,7.435,16881.5,0
0,20129.48438,1,0,0,0,9,6.989,FF,0,0,98395,6.902,16881.42188,0
0,20129.625,1,0,0,0,9,61.647,FF,0,0,865633,60.972,16859.625,0
0,20129.84375,1,0,0,0,9,26.885,FF,0,0,372129,26.576,16859.8125,0
0,20129.67188,1,0,0,0,9,25.379,FF,0,0,354774,25.108,16859.57813,0
0,20129.76563,1,0,0,0,9,36.321,FF,0,0,498130,35.898,16859.75,0
0,20129.51563,1,0,0,0,9,28.429,FF,0,0,389939,28.128,16859.67188,0
0,20129.60938,1,0,0,0,9,61.603,FF,0,0,872066,60.934,16859.79688,0
0,20129.98438,1,0,0,0,9,70.892,FF,0,2,1000000,70.164,16859.95313,1
0,20129.20313,1,0,0,0,9,34.627,FF,0,0,490850,34.251,16863.35938,0
0,20129.54688,1,0,0,0,9,70.624,FF,0,0,996133,69.882,16859.73438,0
0,20129.34375,1,0,0,0,9,20.942,FF,0,0,266263,20.728,16859.625,0
0,20129.625,1,0,0,0,9,33.293,FF,0,0,473490,32.935,16859.875,0
0,20129.60938,1,0,0,0,9,10.058,FF,0,0,143610,9.941,16859.79688,0
0,20129.4375,1,0,0,0,9,7.885,FF,0,0,111850,7.787,16881.28125,0
0,20129.20313,1,0,0,0,9,23.13,FF,0,0,324195,22.879,16859.51563,0
0,20129.42188,1,0,0,0,9,8.22,FF,0,0,111957,8.118,16881.26563,0
0,20129.35938,1,0,0,0,9,6.253,FF,0,0,82659,6.172,16881.17188,0
0,20129.375,1,0,0,0,9,9.199,FF,0,0,124292,9.087,16881.21875,0
0,20129.40625,1,0,0,0,9,17.74,FF,0,0,242095,17.553,16859.59375,0
0,20129.39063,1,0,0,0,9,27.308,FF,0,0,376192,27.02,16859.54688,0
0,20129.32813,1,0,0,0,9,29.484,FF,0,0,411314,29.164,16859.54688,0
0,20129.4375,1,0,0,0,9,31.174,FF,0,0,436068,30.842,16859.625,0
0,20129.51563,1,0,0,0,9,72.557,FF,0,1,1000000,71.802,16859.73438,1
0,20129.23438,1,0,0,0,9,17.54,FF,0,0,248495,17.336,16859.35938,0
0,20129.67188,1,0,0,0,9,72.069,FF,0,1,1000000,71.343,16859.54688,1
0,20129.71875,1,0,0,0,9,2.466,FF,0,0,32738,2.43,16881.25,0
0,20129.39063,1,0,0,0,9,10.832,FF,0,0,150705,10.705,16859.57813,0
0,20129.64063,1,0,0,0,9,71.418,FF,0,1,1000000,70.672,16859.51563,1
0,20129.54688,1,0,0,0,9,14.325,FF,0,0,197000,14.165,16859.78125,0
0,20129.51563,1,0,0,0,9,13.698,FF,0,0,194631,13.539,16859.70313,0
0,20129.17188,1,0,0,0,9,35.407,FF,0,0,494263,35.022,16859.29688,0
0,20129.48438,1,0,0,0,9,36.275,FF,0,0,508104,35.878,16859.64063,0
0,20129.23438,1,0,0,0,9,13.581,FF,0,0,188264,13.428,16859.48438,0
0,20129.51563,1,0,0,0,9,59.915,FF,0,0,806316,59.264,16859.67188,0
0,20129.3125,1,0,0,0,9,23.801,FF,0,0,342078,23.528,16863.53125,0
0,20129.48438,1,0,0,0,9,57.117,FF,0,0,794241,56.469,16859.70313,0
0,20129.65625,1,0,0,0,9,24.717,FF,0,0,346559,24.442,16859.5625,0
0,20129.39063,1,0,0,0,9,31.027,FF,0,0,428107,30.693,16859.54688,0
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,90
