nprop,mpeak,randomized,threads,rrate,nchoice,size,wc,method,rc,found,nfail,cpu,mused
0,14229.64063,1,0,0,0,6,1.36,FF,0,0,20034,1.339,12079.82813
0,14230.26563,1,0,0,0,6,1.967,FF,0,0,30037,1.94,12080.26563
0,14230.04688,1,0,0,0,6,2.824,FF,0,0,43793,2.784,12080.25
0,14229.82813,1,0,0,0,6,2.447,FF,0,0,37667,2.415,12080.04688
0,14230.03125,1,0,0,0,6,1.512,FF,0,0,21460,1.491,12080.15625
0,14230.10938,1,0,0,0,6,1.155,FF,0,0,16277,1.136,12080
0,14230.34375,1,0,0,0,6,0.705,FF,0,0,9796,0.693,12080.3125
0,14230.04688,1,0,0,0,6,1.379,FF,0,0,20537,1.358,12079.98438
0,14229.96875,1,0,0,0,6,0.861,FF,0,0,12406,0.848,12079.84375
0,14230,1,0,0,0,6,2.021,FF,0,0,29934,1.99,12080.23438
0,14230.26563,1,0,0,0,6,2.988,FF,0,0,46853,2.945,12080.21875
0,14229.6875,1,0,0,0,6,3.043,FF,0,0,47340,3.001,12079.82813
0,14229.76563,1,0,0,0,6,1.022,FF,0,0,15047,1.005,12079.95313
0,14229.82813,1,0,0,0,6,1.891,FF,0,0,28110,1.865,12079.98438
0,14229.98438,1,0,0,0,6,1.856,FF,0,0,28823,1.831,12079.92188
0,14230.5,1,0,0,0,6,3.472,FF,0,0,54486,3.425,12080.375
0,14229.82813,1,0,0,0,6,0.542,FF,0,0,6657,0.531,12080.03125
0,14230.17188,1,0,0,0,6,2.73,FF,0,0,40212,2.689,12080.10938
0,14230.17188,1,0,0,0,6,1.219,FF,0,0,17405,1.201,12080.14063
0,14229.78125,1,0,0,0,6,0.732,FF,0,0,10221,0.719,12079.90625
0,14230.21875,1,0,0,0,6,3.606,FF,0,0,56101,3.56,12080.15625
0,14229.9375,1,0,0,0,6,3.795,FF,0,0,59062,3.745,12080.125
0,14230.10938,1,0,0,0,6,0.847,FF,0,0,12079,0.833,12080.01563
0,14229.85938,1,0,0,0,6,0.736,FF,0,0,10272,0.723,12080.07813
0,14229.75,1,0,0,0,6,1.686,FF,0,0,25332,1.662,12079.89063
0,14229.85938,1,0,0,0,6,4.374,FF,0,0,68160,4.314,12079.98438
0,14229.95313,1,0,0,0,6,1.181,FF,0,0,17354,1.163,12079.875
0,14229.89063,1,0,0,0,6,0.355,FF,0,0,4144,0.347,12080.07813
0,14229.92188,1,0,0,0,6,2.203,FF,0,0,34137,2.172,12080.10938
0,14230,1,0,0,0,6,1.267,FF,0,0,18613,1.247,12080.14063
0,14230.28125,1,0,0,0,6,2.37,FF,0,0,36271,2.338,12080.20313
0,14230.01563,1,0,0,0,6,4.028,FF,0,0,64105,3.975,12079.95313
0,14229.84375,1,0,0,0,6,1.475,FF,0,0,22017,1.452,12079.76563
0,14229.85938,1,0,0,0,6,1.97,FF,0,0,30006,1.943,12080
0,14229.76563,1,0,0,0,6,1.971,FF,0,0,30014,1.943,12079.89063
0,14229.95313,1,0,0,0,6,1.618,FF,0,0,23971,1.594,12080.14063
0,14229.92188,1,0,0,0,6,1.361,FF,0,0,20008,1.34,12080.04688
0,14230.03125,1,0,0,0,6,0.83,FF,0,0,11603,0.816,12080.23438
0,14229.90625,1,0,0,0,6,2.145,FF,0,0,32164,2.116,12080.0625
0,14230.09375,1,0,0,0,6,0.463,FF,0,0,5419,0.453,12080.03125
0,14230.1875,1,0,0,0,6,0.906,FF,0,0,12950,0.891,12080.10938
0,14229.73438,1,0,0,0,6,0.975,FF,0,0,14042,0.959,12079.89063
0,14229.8125,1,0,0,0,6,3.088,FF,0,0,46933,3.044,12080
0,14230.3125,1,0,0,0,6,0.867,FF,0,0,12149,0.852,12080.17188
0,14229.9375,1,0,0,0,6,2.806,FF,0,0,42924,2.768,12080.125
0,14230.09375,1,0,0,0,6,1.39,FF,0,0,20065,1.369,12080.375
0,14229.84375,1,0,0,0,6,2.677,FF,0,0,42023,2.639,12080.09375
0,14230.04688,1,0,0,0,6,3.411,FF,0,0,52046,3.367,12079.98438
0,14230.14063,1,0,0,0,6,0.738,FF,0,0,10082,0.726,12080.04688
0,14230.04688,1,0,0,0,6,1.413,FF,0,0,20999,1.392,12079.92188
,,,,,,,,,,,,,
,,,,,,,,,,,4144,0.347,
,,,,,,,,,,,68160,4.314,
,,,,,,,,,,,27842.8,1.81898,
,,,,,,,,,,,16512.24014,1.016156313,
