nprop,mpeak,randomized,threads,rrate,nchoice,size,wc,method,rc,found,nfail,cpu,mused
0,14229.73438,1,0,0,0,6,5.88,FF,0,0,89338,5.8,12079.95313
0,14229.90625,1,0,0,0,6,7.947,FF,0,0,122420,7.838,12080.0625
0,14229.85938,1,0,0,0,6,1.206,FF,0,0,17372,1.188,12079.98438
0,14230.01563,1,0,0,0,6,2.843,FF,0,0,42551,2.805,12079.95313
0,14229.96875,1,0,0,0,6,8.371,FF,0,0,132191,8.265,12079.90625
0,14230.04688,1,0,0,0,6,7.006,FF,0,0,107042,6.92,12058.3125
0,14230.07813,1,0,0,0,6,7.524,FF,0,0,115102,7.43,12058.39063
0,14229.90625,1,0,0,0,6,4.99,FF,0,0,70707,4.929,12079.82813
0,14229.875,1,0,0,0,6,1.516,FF,0,0,22182,1.494,12080.0625
0,14229.89063,1,0,0,0,6,9.686,FF,0,0,149128,9.564,12079.76563
0,14229.875,1,0,0,0,6,1.427,FF,0,0,20167,1.404,12080.07813
0,14230.04688,1,0,0,0,6,2.777,FF,0,0,40463,2.74,12080.0625
0,14230,1,0,0,0,6,10.766,FF,0,0,165444,10.616,12058.32813
0,14230.17188,1,0,0,0,6,7.243,FF,0,0,112066,7.156,12080.10938
0,14230.15625,1,0,0,0,6,3.373,FF,0,0,49815,3.328,12080.03125
0,14229.98438,1,0,0,0,6,12.607,FF,0,0,191831,12.461,12058.17188
0,14230.20313,1,0,0,0,6,11.119,FF,0,0,167234,10.986,12058.42188
0,14230.09375,1,0,0,0,6,7.133,FF,0,0,106518,7.044,12058.625
0,14230.01563,1,0,0,0,6,4.707,FF,0,0,62065,4.644,12079.98438
0,14230.10938,1,0,0,0,6,1.765,FF,0,0,25194,1.739,12080.03125
0,14229.95313,1,0,0,0,6,4.618,FF,0,0,72170,4.557,12080.14063
0,14229.96875,1,0,0,0,6,1.71,FF,0,0,25829,1.686,12080.1875
0,14229.98438,1,0,0,0,6,16.065,FF,0,0,254724,15.878,12058.23438
0,14229.95313,1,0,0,0,6,8.692,FF,0,0,135415,8.581,12080.1875
0,14229.82813,1,0,0,0,6,3.294,FF,0,0,50201,3.25,12079.95313
0,14229.79688,1,0,0,0,6,1.04,FF,0,0,15023,1.024,12079.95313
0,14230.14063,1,0,0,0,6,3.745,FF,0,0,59015,3.695,12079.98438
0,14229.73438,1,0,0,0,6,1.498,FF,0,0,22100,1.476,12079.89063
0,14229.64063,1,0,0,0,6,0.753,FF,0,0,10542,0.74,12079.73438
0,14229.98438,1,0,0,0,6,2.598,FF,0,0,40406,2.562,12080.10938
0,14229.89063,1,0,0,0,6,6.69,FF,0,0,105264,6.605,12080.01563
0,14230.09375,1,0,0,0,6,2.167,FF,0,0,32492,2.136,12079.96875
0,14229.8125,1,0,0,0,6,2.747,FF,0,0,42129,2.709,12079.90625
0,14230.09375,1,0,0,0,6,17.574,FF,0,0,270741,17.367,12058.40625
0,14229.6875,1,0,0,0,6,0.433,FF,0,0,5111,0.423,12079.85938
0,14230.03125,1,0,0,0,6,10.522,FF,0,0,164674,10.386,12058.32813
0,14230.17188,1,0,0,0,6,1.287,FF,0,0,19127,1.267,12080.07813
0,14229.85938,1,0,0,0,6,2.166,FF,0,0,33069,2.135,12080.01563
0,14230.15625,1,0,0,0,6,2.865,FF,0,0,44003,2.826,12080.28125
0,14230.07813,1,0,0,0,6,8.635,FF,0,0,134436,8.529,12080.04688
0,14230.07813,1,0,0,0,6,2.543,FF,0,0,39074,2.508,12080
0,14229.96875,1,0,0,0,6,12.46,FF,0,0,199733,12.302,12058.21875
0,14229.875,1,0,0,0,6,6.779,FF,0,0,105116,6.69,12079.89063
0,14229.78125,1,0,0,0,6,2.233,FF,0,0,34161,2.202,12079.96875
0,14230.14063,1,0,0,0,6,0.439,FF,0,0,5145,0.429,12080.29688
0,14229.89063,1,0,0,0,6,1.862,FF,0,0,28321,1.835,12080.04688
0,14229.70313,1,0,0,0,6,2.01,FF,0,0,30356,1.982,12079.85938
0,14229.9375,1,0,0,0,6,1.401,FF,0,0,21084,1.378,12080.1875
0,14230.32813,1,0,0,0,6,10.248,FF,0,0,165888,10.119,12058.57813
0,14229.82813,1,0,0,0,6,8.597,FF,0,0,135056,8.488,12079.95313
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,5111,0.423,
,,,,,,,,,,,270741,17.367,
,,,,,,,,,,,82184.7,5.28232,
,,,,,,,,,,,66593.94522,4.190096665,
