ll
m5_20_10 	22 	22 	0.82
m5_21_1 	22 	22 	27.94
m5_21_2 	20 	20 	149.53
m5_21_3 	25 	25 	770.06
m5_21_4 	20 	20 	26.56
m5_21_5 	27 	27 	159.53
m5_21_6 	21 	21 	33.78
m5_21_7 	17 	17 	89.16
m5_21_8 	24 	24 	4.25
m5_21_9 	18 	18 	24.25
m5_21_10 	20 	20 	47.53
m5_22_1 	18 	18 	3.50
m5_22_2 	14 	14 	0.31
m5_22_3 	13 	13 	14.12
m5_22_4 	13 	13 	0.40
m5_22_5 	18 	18 	3.43
m5_22_6 	14 	14 	0.47
m5_22_7 	15 	15 	1.75
m5_22_8 	14 	14 	1.18
m5_22_9 	15 	15 	3.90
m5_22_10 	12 	12 	0.34
m5_23_1 	22 	22 	0.32
m5_23_2 	18 	18 	0.75
m5_23_3 	23 	23 	0.31
m5_23_4 	15 	15 	0.28
m5_23_5 	11 	11 	0.32
m5_23_6 	10 	10 	0.40
m5_23_7 	16 	16 	0.31
m5_23_8 	13 	13 	1.75
m5_23_9 	12 	12 	0.34
m5_23_10 	17 	17 	0.44
m5_24_1 	14 	14 	0.54
m5_24_2 	15 	15 	0.41
m5_24_3 	11 	11 	0.75
m5_24_4 	13 	13 	9.85
m5_24_5 	15 	15 	1.38
m5_24_6 	9 	9 	0.31
m5_24_7 	21 	21 	0.34
m5_24_8 	16 	16 	3.47
m5_24_9 	17 	17 	0.32
m5_24_10 	15 	15 	0.50
m5_25_1 	28 	28 	2.07
m5_25_2 	30 	30 	0.28
m5_25_3 	22 	22 	5.16
m5_25_4 	20 	20 	5.09
m5_25_5 	19 	19 	0.60
m5_25_6 	25 	25 	0.62
m5_25_7 	22 	22 	1.72
m5_25_8 	31 	31 	3.75
m5_25_9 	17 	17 	1.38
m5_25_10 	15 	15 	0.25
m5_26_1 	13 	13 	0.06
m5_26_2 	11 	11 	0.07
m5_26_3 	21 	21 	0.09
m5_26_4 	12 	12 	0.09
m5_26_5 	14 	14 	0.13
m5_26_6 	21 	21 	0.12
m5_26_7 	14 	14 	0.12
m5_26_8 	12 	12 	0.06
m5_26_9 	10 	10 	0.19
m5_26_10 	14 	14 	0.13
m5_27_1 	16 	16 	0.09
m5_27_2 	19 	19 	0.09
m5_27_3 	18 	18 	0.10
m5_27_4 	13 	13 	0.06
m5_27_5 	13 	13 	0.09
m5_27_6 	19 	19 	0.04
m5_27_7 	17 	17 	0.12
m5_27_8 	14 	14 	0.06
m5_27_9 	13 	13 	0.13
m5_27_10 	17 	17 	0.06
m5_28_1 	23 	23 	0.22
m5_28_2 	20 	20 	0.06
m5_28_3 	16 	16 	0.15
m5_28_4 	11 	11 	0.06
m5_28_5 	14 	14 	0.04
m5_28_6 	18 	18 	0.06
m5_28_7 	16 	16 	0.06
m5_28_8 	13 	13 	0.07
m5_28_9 	12 	12 	0.06
m5_28_10 	16 	16 	0.03
m5_29_1 	19 	19 	0.97
m5_29_2 	23 	23 	1.78
m5_29_3 	25 	25 	6.47
m5_29_4 	19 	19 	5.75
m5_29_5 	19 	19 	1.53
m5_29_6 	32 	32 	11.19
m5_29_7 	33 	33 	2.35
m5_29_8 	19 	19 	1.56
m5_29_9 	19 	19 	3.91
m5_29_10 	27 	27 	4.34
m5_30_1 	22 	22 	0.06
m5_30_2 	13 	13 	0.07
m5_30_3 	15 	15 	0.03
m5_30_4 	15 	15 	0.15
m5_30_5 	19 	19 	0.32
m5_30_6 	13 	13 	0.09
m5_30_7 	27 	27 	1.62
m5_30_8 	23 	23 	0.28
m5_30_9 	18 	18 	0.53
m5_30_10 	12 	12 	0.10
m5_31_1 	14 	14 	0.06
m5_31_2 	20 	20 	0.03
m5_31_3 	15 	15 	0.03
m5_31_4 	16 	16 	0.09
m5_31_5 	16 	16 	0.06
m5_31_6 	17 	17 	0.06
m5_31_7 	17 	17 	0.03
m5_31_8 	13 	13 	0.03
m5_31_9 	14 	14 	0.06
m5_31_10 	19 	19 	0.07
m5_32_1 	20 	20 	0.09
m5_32_2 	13 	13 	0.06
m5_32_3 	13 	13 	0.13
m5_32_4 	14 	14 	0.06
m5_32_5 	18 	18 	0.07
m5_32_6 	14 	14 	0.06
m5_32_7 	13 	13 	0.06
m5_32_8 	16 	16 	0.06
m5_32_9 	11 	11 	0.06
m5_32_10 	18 	18 	0.03
m5_33_1 	39 	39 	120.16
m5_33_2 	16384 	16384 	0.03
m5_33_3 	33 	33 	554.12
m5_33_4 	43 	43 	18.66
m5_33_5 	41 	41 	444.19
m5_33_6 	43 	43 	14.09
m5_33_7 	40 	40 	148.78
m5_33_8 	16384 	16384 	0.00
m5_33_9 	43 	43 	58.44
m5_33_10 	33 	33 	394.00
m5_34_1 	28 	28 	455.18
m5_34_2 	28 	28 	712.31
m5_34_3 	33 	33 	246.82
m5_34_4 	35 	35 	801.50
m5_34_5 	29 	29 	318.43
m5_34_6 	31 	31 	544.18
m5_34_7 	27 	27 	195.06
m5_34_8 	32 	32 	165.97
m5_34_9 	33 	33 	33.40
m5_34_10 	27 	27 	3982.62
m5_35_1 	32 	32 	271.56
m5_35_2 	29 	29 	168.69
m5_35_3 	27 	27 	147.31
m5_35_4 	31 	31 	525.97
m5_35_5 	28 	28 	1502.81
m5_35_6 	22 	22 	710.32
m5_35_7 	29 	29 	417.19
m5_35_8 	28 	28 	22.97
m5_35_9 	24 	24 	949.25
m5_35_10 	30 	30 	43.28
m5_36_1 	16384 	16384 	48.19
m5_36_2 	16384 	16384 	383.22
m5_36_3 	16384 	16384 	74.88
m5_36_4 	47 	47 	224.53
m5_36_5 	16384 	16384 	416.84
m5_36_6 	16384 	16384 	50.65
m5_36_7 	16384 	16384 	23.84
m5_36_8 	16384 	16384 	59.63
m5_36_9 	43 	43 	626.41
m5_36_10 	16384 	16384 	73.78
m5_37_1 	33 	33 	274.12
m5_37_2 	42 	42 	1295.18
m5_37_3 	35 	35 	3099.75
m5_37_4 	34 	34 	2219.88
m5_37_5 	46 	46 	1526.50
m5_37_6 	41 	41 	969.35
m5_37_7 	38 	38 	85.53
m5_37_8 	27 	27 	464.59
m5_37_9 	46 	46 	157.32
m5_37_10 	35 	35 	14165.88
m5_38_1 	28 	28 	4207.28
m5_38_2 	35 	35 	128.62
m5_38_3 	31 	31 	128.65
m5_38_4 	37 	37 	1417.84
m5_38_5 	29 	29 	1344.94
m5_38_6 	28 	28 	3440.22
m5_38_7 	31 	31 	416.06
m5_38_8 	26 	26 	123.94
m5_38_9 	31 	31 	870.50
m5_38_10 	32 	32 	161.75
m5_39_1 	33 	33 	2531.03
m5_39_2 	32 	32 	1689.38
m5_39_3 	26 	26 	197.19
m5_39_4 	39 	39 	237.66
m5_39_5 	33 	33 	574.72
m5_39_6 	30 	30 	671.60
m5_39_7 	28 	28 	855.13
m5_39_8 	26 	26 	145.88
m5_39_9 	28 	28 	1056.62
m5_39_10 	28 	28 	1530.62
m5_40_1 	29 	29 	211.03
m5_40_2 	33 	33 	563.41
m5_40_3 	29 	29 	64.66
m5_40_4 	24 	24 	3652.25
m5_40_5 	28 	28 	265.43
m5_40_6 	33 	33 	283.41
m5_40_7 	29 	29 	991.02
m5_40_8 	32 	32 	169.09
m5_40_9 	33 	33 	91.70
m5_40_10 	24 	24 	112.97
m5_41_1 	25 	25 	134.65
m5_41_2 	25 	25 	64.59
m5_41_3 	37 	37 	43.35
m5_41_4 	24 	24 	49.41
m5_41_5 	16384 	16384 	0.03
m5_41_6 	24 	24 	76.97
m5_41_7 	16384 	16384 	0.03
m5_41_8 	16384 	16384 	0.03
m5_41_9 	26 	26 	34.78
m5_41_10 	29 	29 	87.44
m5_42_1 	23 	23 	48.78
m5_42_2 	33 	33 	16.85
m5_42_3 	21 	21 	667.25
m5_42_4 	25 	25 	62.32
m5_42_5 	20 	20 	180.48
m5_42_6 	26 	26 	332.35
m5_42_7 	21 	21 	67.03
m5_42_8 	23 	23 	107.53
m5_42_9 	18 	18 	118.57
m5_42_10 	18 	18 	291.30
m5_43_1 	23 	23 	146.12
m5_43_2 	26 	26 	153.43
m5_43_3 	17 	17 	194.34
m5_43_4 	27 	27 	15.40
m5_43_5 	21 	21 	288.81
m5_43_6 	26 	26 	83.13
m5_43_7 	26 	26 	104.84
m5_43_8 	23 	23 	102.94
m5_43_9 	18 	18 	470.25
m5_43_10 	20 	20 	617.72
m5_44_1 	20 	20 	300.00
m5_44_2 	20 	20 	211.78
m5_44_3 	26 	26 	33.90
m5_44_4 	19 	19 	1750.03
m5_44_5 	23 	23 	1591.41
m5_44_6 	22 	22 	32.63
m5_44_7 	25 	25 	99.80
m5_44_8 	18 	18 	298.78
m5_44_9 	19 	19 	1903.53
m5_44_10 	25 	25 	288.21
m5_45_1 	30 	30 	589.52
m5_45_2 	37 	37 	361.09
m5_45_3 	26 	26 	1209.75
m5_45_4 	26 	26 	1789.30
m5_45_5 	28 	28 	5488.41
m5_45_6 	30 	30 	1667.68
m5_45_7 	23 	23 	198.56
m5_45_8 	24 	24 	1939.53
m5_45_9 	36 	36 	259.05
m5_45_10 	36 	36 	862.38
m5_46_1 	20 	20 	4593.13
m5_46_2 	24 	24 	300.18
m5_46_3 	20 	20 	2509.56
m5_46_4 	25 	25 	2845.69
m5_46_5 	20 	20 	192.03
m5_46_6 	21 	21 	339.81
m5_46_7 	25 	25 	199.25
m5_46_8 	19 	19 	1311.31
m5_46_9 	22 	22 	1020.06
m5_46_10 	22 	22 	4401.00
m5_47_1 	25 	25 	560.97
m5_47_2 	22 	22 	1055.41
m5_47_3 	21 	21 	56.56
m5_47_4 	20 	20 	3914.75
m5_47_5 	22 	22 	233.84
m5_47_6 	28 	28 	303.16
m5_47_7 	21 	21 	633.72
m5_47_8 	20 	20 	67.06
m5_47_9 	20 	20 	76.05
m5_47_10 	23 	23 	1213.10
m5_48_1 	21 	21 	168.72
m5_48_2 	23 	23 	1132.35
m5_48_3 	16 	16 	398.72
m5_48_4 	21 	21 	47.22
m5_48_5 	21 	21 	251.75
m5_48_6 	18 	18 	102.48
m5_48_7 	21 	21 	762.85
m5_48_8 	25 	25 	1780.66
m5_48_9 	17 	17 	142.25
m5_48_10 	27 	27 	3947.85
m5_49_1 	36 	36 	4.22
m5_49_2 	25 	25 	83.25
m5_49_3 	21 	21 	2.30
m5_49_4 	25 	25 	13.56
m5_49_5 	22 	22 	7.22
m5_49_6 	29 	29 	12.34
m5_49_7 	19 	19 	88.21
m5_49_8 	25 	25 	6.34
m5_49_9 	21 	21 	3.87
m5_49_10 	16384 	16384 	0.04
m5_50_1 	17 	17 	0.41
m5_50_2 	17 	17 	15.50
m5_50_3 	15 	15 	4.03
m5_50_4 	17 	17 	48.22
m5_50_5 	15 	15 	1.19
m5_50_6 	15 	15 	37.25
m5_50_7 	23 	23 	3.93
m5_50_8 	18 	18 	7.00
m5_50_9 	23 	23 	1.09
m5_50_10 	13 	13 	3.72
m5_51_1 	16 	16 	1.34
m5_51_2 	12 	12 	2.50
m5_51_3 	13 	13 	23.16
m5_51_4 	19 	19 	1.31
m5_51_5 	16 	16 	35.65
m5_51_6 	14 	14 	3.16
m5_51_7 	26 	26 	7.00
m5_51_8 	12 	12 	3.72
m5_51_9 	15 	15 	1.47
m5_51_10 	15 	15 	2.06
m5_52_1 	14 	14 	0.75
m5_52_2 	17 	17 	14.50
m5_52_3 	15 	15 	52.07
m5_52_4 	16 	16 	1.31
m5_52_5 	16 	16 	1.00
m5_52_6 	12 	12 	4.94
m5_52_7 	18 	18 	62.16
m5_52_8 	14 	14 	3.25
m5_52_9 	19 	19 	2.28
m5_52_10 	19 	19 	10.50
m5_53_1 	28 	28 	504.15
m5_53_2 	30 	30 	520.43
m5_53_3 	24 	24 	340.28
m5_53_4 	20 	20 	89.07
m5_53_5 	20 	20 	357.00
m5_53_6 	23 	23 	120.57
m5_53_7 	17 	17 	138.37
m5_53_8 	28 	28 	8.19
m5_53_9 	22 	22 	17.31
m5_53_10 	24 	24 	86.57
m5_54_1 	22 	22 	309.09
m5_54_2 	17 	17 	38.65
m5_54_3 	18 	18 	3.68
m5_54_4 	18 	18 	9.00
m5_54_5 	21 	21 	120.07
m5_54_6 	19 	19 	34.31
m5_54_7 	25 	25 	73.34
m5_54_8 	19 	19 	8.25
m5_54_9 	18 	18 	23.43
m5_54_10 	18 	18 	201.28
m5_55_1 	18 	18 	3.88
m5_55_2 	16 	16 	83.85
m5_55_3 	15 	15 	49.66
m5_55_4 	19 	19 	4.50
m5_55_5 	18 	18 	49.37
m5_55_6 	18 	18 	12.12
m5_55_7 	15 	15 	1.94
m5_55_8 	15 	15 	46.03
m5_55_9 	12 	12 	19.88
m5_55_10 	16 	16 	37.25
m5_56_1 	16 	16 	17.66
m5_56_2 	16 	16 	12.07
m5_56_3 	18 	18 	4.47
m5_56_4 	15 	15 	3.22
m5_56_5 	15 	15 	62.60
m5_56_6 	17 	17 	10.38
m5_56_7 	14 	14 	25.63
m5_56_8 	14 	14 	5.72
m5_56_9 	14 	14 	9.31
m5_56_10 	14 	14 	36.34
m5_57_1 	29 	29 	0.25
m5_57_2 	36 	36 	0.53
m5_57_3 	16384 	16384 	0.04
m5_57_4 	38 	38 	10.50
m5_57_5 	15 	15 	0.13
m5_57_6 	24 	24 	0.69
m5_57_7 	16384 	16384 	0.03
m5_57_8 	19 	19 	0.50
m5_57_9 	25 	25 	0.22
m5_57_10 	24 	24 	0.16
m5_58_1 	13 	13 	0.28
m5_58_2 	17 	17 	0.12
m5_58_3 	15 	15 	0.07
m5_58_4 	11 	11 	0.22
m5_58_5 	14 	14 	0.13
m5_58_6 	14 	14 	0.06
m5_58_7 	14 	14 	0.06
m5_58_8 	17 	17 	0.44
m5_58_9 	15 	15 	0.06
m5_58_10 	17 	17 	0.06
m5_59_1 	14 	14 	0.13
m5_59_2 	18 	18 	0.10
m5_59_3 	12 	12 	0.06
m5_59_4 	9 	9 	0.07
m5_59_5 	22 	22 	0.03
m5_59_6 	12 	12 	0.06
m5_59_7 	17 	17 	0.03
m5_59_8 	19 	19 	0.06
m5_59_9 	13 	13 	0.04
m5_59_10 	14 	14 	0.06
m5_60_1 	15 	15 	0.09
m5_60_2 	12 	12 	0.10
m5_60_3 	20 	20 	0.06
m5_60_4 	12 	12 	0.09
m5_60_5 	15 	15 	0.10
m5_60_6 	16 	16 	0.15
m5_60_7 	11 	11 	0.06
m5_60_8 	20 	20 	0.04
m5_60_9 	17 	17 	0.06
m5_60_10 	17 	17 	0.16
m5_61_1 	20 	20 	1.75
m5_61_2 	19 	19 	0.15
m5_61_3 	17 	17 	0.15
m5_61_4 	20 	20 	2.68
m5_61_5 	31 	31 	2.31
m5_61_6 	25 	25 	1.88
m5_61_7 	30 	30 	2.09
m5_61_8 	20 	20 	0.65
m5_61_9 	23 	23 	1.06
m5_61_10 	19 	19 	0.63
m5_62_1 	17 	17 	0.19
m5_62_2 	24 	24 	0.72
m5_62_3 	21 	21 	0.25
m5_62_4 	15 	15 	0.06
m5_62_5 	12 	12 	0.06
m5_62_6 	16 	16 	0.09
m5_62_7 	17 	17 	0.16
m5_62_8 	20 	20 	0.10
m5_62_9 	16 	16 	0.09
m5_62_10 	12 	12 	0.40
m5_63_1 	17 	17 	0.06
m5_63_2 	22 	22 	0.07
m5_63_3 	20 	20 	0.09
m5_63_4 	18 	18 	0.03
m5_63_5 	17 	17 	0.06
m5_63_6 	16 	16 	0.06
m5_63_7 	13 	13 	0.16
m5_63_8 	16 	16 	0.07
m5_63_9 	12 	12 	0.12
m5_63_10 	16 	16 	0.12
m5_64_1 	15 	15 	0.03
m5_64_2 	16 	16 	0.06
m5_64_3 	17 	17 	0.12
m5_64_4 	11 	11 	0.12
m5_64_5 	12 	12 	0.03
m5_64_6 	19 	19 	0.03
m5_64_7 	20 	20 	0.10
m5_64_8 	19 	19 	0.03
m5_64_9 	13 	13 	0.53
m5_64_10 	16 	16 	0.03
